Time,Open,High,Low,Close,Tick Volume
1447732800,6.39601,6.39746,6.39532,6.39635,177
1447747200,6.39645,6.40319,6.39576,6.40063,2576
1447761600,6.40058,6.40792,6.40024,6.40674,8119
1447776000,6.40674,6.40873,6.40489,6.40701,2878
1447790400,6.40689,6.40979,6.40688,6.40924,1327
1447804800,6.41169,6.41739,6.40694,6.41493,3600
1447819200,6.41484,6.41702,6.41173,6.41212,3358
1447833600,6.41227,6.41933,6.40189,6.41722,6075
1447848000,6.41722,6.41742,6.41227,6.41601,6454
1447862400,6.41607,6.41805,6.41102,6.41731,2682
1447876800,6.41722,6.41973,6.41561,6.41649,2482
1447891200,6.41627,6.41727,6.4039,6.40793,6214
1447905600,6.40793,6.41169,6.40205,6.40669,3310
1447920000,6.40679,6.41391,6.40582,6.41159,3862
1447934400,6.41156,6.41309,6.40618,6.40901,4401
1447948800,6.40901,6.4097100000000005,6.40554,6.40714,3988
1447963200,6.40722,6.40752,6.40189,6.40189,1479
1447977600,6.40359,6.41144,6.40299,6.41119,7511
1447992000,6.41101,6.41153,6.40481,6.40591,2946
1448006400,6.40601,6.41607,6.40538,6.41358,3731
1448020800,6.41373,6.41913,6.412,6.41718,4775
1448035200,6.41698,6.41975,6.41511,6.41821,3374
1448049600,6.41833,6.421,6.41795,6.41931,1218
1448236800,6.41183,6.43498,6.41183,6.42533,3466
1448251200,6.42533,6.43268,6.42528,6.43131,4670
1448265600,6.43131,6.43438,6.42493,6.4267199999999995,3963
1448280000,6.4267199999999995,6.43263,6.42606,6.42868,2253
1448294400,6.42868,6.43392,6.42833,6.432,2503
1448308800,6.43199,6.43201,6.42635,6.42645,1118
1448323200,6.42617,6.43271,6.42555,6.42907,2555
1448337600,6.42906,6.43006,6.42638,6.42832,2370
1448352000,6.42832,6.4315,6.42197,6.43078,4617
1448366400,6.43078,6.43182,6.4274000000000004,6.42884,1778
1448380800,6.42885,6.43027,6.42601,6.42786,1804
1448395200,6.42778,6.42833,6.4261099999999995,6.42622,828
1448409600,6.42625,6.42823,6.42503,6.42667,5345
1448424000,6.42667,6.42725,6.4145199999999996,6.41894,4405
1448438400,6.41897,6.42297,6.41567,6.42132,4172
1448452800,6.42132,6.42537,6.42071,6.42407,2745
1448467200,6.42407,6.42807,6.42281,6.42501,3556
1448481600,6.42521,6.42548,6.42166,6.42186,780
1448496000,6.42189,6.42508,6.41899,6.42393,2767
1448510400,6.42393,6.42798,6.42323,6.42581,2142
1448524800,6.42604,6.43517,6.42604,6.43304,3451
1448539200,6.43287,6.43607,6.43191,6.4340399999999995,2347
1448553600,6.43401,6.43906,6.43321,6.43429,2136
1448568000,6.43419,6.43448,6.43265,6.43341,406
1448582400,6.43331,6.44403,6.43231,6.43914,4025
1448596800,6.43914,6.44397,6.43735,6.44238,3123
1448611200,6.44239,6.45598,6.44187,6.45321,5963
1448625600,6.45313,6.45794,6.44658,6.44764,2704
1448640000,6.44774,6.45224,6.44724,6.45141,1968
1448654400,6.4514,6.45273,6.44755,6.44756,568
1448841600,6.44853,6.46079,6.42719,6.44231,9784
1448856000,6.44233,6.44552,6.4225200000000005,6.43049,5188
1448870400,6.43021,6.43739,6.41771,6.42616,9088
1448884800,6.42616,6.43469,6.42407,6.42642,4432
1448899200,6.42648,6.42807,6.41571,6.4164200000000005,5898
1448913600,6.4164200000000005,6.42587,6.4164200000000005,6.42395,1327
1448928000,6.42359,6.44581,6.42359,6.43981,3536
1448942400,6.4398,6.44394,6.43577,6.44102,3434
1448956800,6.44102,6.44876,6.43662,6.4463799999999996,4782
1448971200,6.4463799999999996,6.4499,6.44312,6.44371,6487
1448985600,6.44381,6.4482,6.44057,6.44671,5595
1449000000,6.44679,6.44771,6.44464,6.44569,1200
1449014400,6.44409,6.44679,6.4401399999999995,6.44369,2998
1449028800,6.4439,6.444,6.43614,6.4405,3059
1449043200,6.44027,6.4429,6.43727,6.44181,3895
1449057600,6.44149,6.44341,6.43978,6.44302,6177
1449072000,6.44305,6.45021,6.44181,6.4501100000000005,3264
1449086400,6.44992,6.4501100000000005,6.44427,6.446,12761
1449100800,6.44797,6.44979,6.44481,6.44701,7598
1449115200,6.4469899999999996,6.44831,6.44519,6.44721,2302
1449129600,6.44714,6.44862,6.44261,6.44855,2705
1449144000,6.4482800000000005,6.45429,6.44121,6.44331,5041
1449158400,6.44329,6.44469,6.43206,6.43331,4028
1449172800,6.43331,6.43331,6.41931,6.4206900000000005,1965
1449187200,6.42072,6.43295,6.42041,6.42891,6276
1449201600,6.42891,6.43231,6.42671,6.42781,1945
1449216000,6.42781,6.45079,6.42769,6.44364,4110
1449230400,6.44327,6.44621,6.43571,6.43801,3418
1449244800,6.43801,6.44659,6.43409,6.44541,1683
1449259200,6.44596,6.44696,6.4425799999999995,6.44372,540
1449446400,6.44427,6.44791,6.44221,6.44461,6077
1449460800,6.44469,6.45789,6.44461,6.45491,3230
1449475200,6.45501,6.47271,6.45471,6.47056,5009
1449489600,6.47056,6.47416,6.46574,6.46674,2432
1449504000,6.46674,6.47289,6.4636,6.47284,2833
1449518400,6.47291,6.47419,6.46801,6.47067,1012
1449532800,6.47232,6.48052,6.4707799999999995,6.47732,3150
1449547200,6.47729,6.49469,6.47729,6.49275,6818
1449561600,6.49275,6.49276,6.47388,6.49103,8518
1449576000,6.49096,6.49827,6.48995,6.49689,4524
1449590400,6.49685,6.49855,6.48516,6.49289,5067
1449604800,6.49252,6.4951,6.48677,6.48677,1299
1449619200,6.48652,6.4946,6.48569,6.4894,2896
1449633600,6.48926,6.49284,6.48628,6.48935,4090
1449648000,6.4895,6.51194,6.48528,6.5085,6787
1449662400,6.50836,6.52227,6.5043,6.50511,5786
1449676800,6.50499,6.51817,6.50219,6.50331,5784
1449691200,6.50385,6.5040700000000005,6.49952,6.50152,1351
1449705600,6.50382,6.50624,6.48759,6.49939,3971
1449720000,6.49939,6.52101,6.49931,6.51654,6299
1449734400,6.51701,6.53211,6.50879,6.52941,8441
1449748800,6.52941,6.5430399999999995,6.50051,6.5065100000000005,9807
1449763200,6.50601,6.50921,6.48819,6.49561,6173
1449777600,6.49561,6.4995899999999995,6.48853,6.49737,2489
1449792000,6.49727,6.5179,6.49687,6.5109,2495
1449806400,6.51077,6.5222,6.5098,6.51404,5412
1449820800,6.51401,6.5381599999999995,6.51239,6.53041,7321
1449835200,6.53041,6.54209,6.52191,6.54181,3873
1449849600,6.54179,6.56139,6.51259,6.51969,7885
1449864000,6.51999,6.53882,6.51971,6.53057,2529
1450051200,6.53397,6.5595,6.53211,6.5472,4271
1450065600,6.54713,6.5519,6.54301,6.55028,4551
1450080000,6.55034,6.55659,6.5412,6.55489,6138
1450094400,6.55481,6.55641,6.54729,6.54821,2342
1450108800,6.54821,6.55201,6.54721,6.54984,1482
1450123200,6.54967,6.55605,6.54772,6.55415,1304
1450137600,6.55212,6.5534,6.54672,6.55018,3018
1450152000,6.5504,6.553,6.5465,6.54661,3495
1450166400,6.5465,6.54662,6.53383,6.53642,5624
1450180800,6.53642,6.53751,6.5264,6.53495,2700
1450195200,6.53495,6.54069,6.53157,6.5381599999999995,2418
1450209600,6.53814,6.53995,6.53031,6.53829,1134
1450224000,6.53852,6.54309,6.52798,6.53376,1765
1450238400,6.5337,6.5337,6.51624,6.51624,3541
1450252800,6.5161999999999995,6.5424,6.51372,6.53739,4724
1450267200,6.53739,6.54412,6.5194,6.52028,2890
1450281600,6.52,6.52445,6.52,6.52051,1440
1450296000,6.52061,6.53734,6.51812,6.52245,3007
1450310400,6.52367,6.5422,6.52301,6.53907,2095
1450324800,6.53903,6.55447,6.53794,6.54852,2350
1450339200,6.54842,6.55592,6.54252,6.55299,4990
1450353600,6.55299,6.56486,6.55295,6.55804,2937
1450368000,6.55792,6.5707,6.55792,6.56654,2749
1450382400,6.56653,6.56985,6.56508,6.56637,818
1450396800,6.56612,6.5732800000000005,6.55909,6.56015,2091
1450411200,6.5601,6.56733,6.55584,6.5564,2817
1450425600,6.55645,6.56681,6.55333,6.56515,3657
1450440000,6.56515,6.5652,6.5567,6.55792,1736
1450454400,6.5579,6.5579,6.5504999999999995,6.55272,1694
1450468800,6.55264,6.55486,6.55096,6.5517199999999995,786
1450656000,6.55377,6.55541,6.54706,6.54898,2132
1450670400,6.54903,6.5524000000000004,6.5462,6.55,1956
