open,high,low,close,tick_volume
1.4217,1.4224,1.42,1.4208,1393
1.4208,1.4212,1.4189,1.4196,1878
1.4196,1.4217,1.4195,1.4212,1774
1.4213,1.422,1.4205999999999999,1.4209,1660
1.4209,1.4218,1.4205,1.4212,1372
1.4212,1.4221,1.4209,1.4211,1220
1.4212,1.4224999999999999,1.4209,1.4224,1594
1.4224,1.4245,1.4216,1.4241,2450
1.4241,1.4243000000000001,1.4209,1.4212,3259
1.4212,1.423,1.4211,1.4227,2618
1.4227,1.4229,1.4213,1.4226,2096
1.4226,1.4232,1.4217,1.4222000000000001,1924
1.4222000000000001,1.4241,1.4215,1.4217,2130
1.4216,1.4224,1.4196,1.421,3701
1.421,1.4217,1.4192,1.4211,3925
1.4212,1.4241,1.4193,1.4238,4167
1.4237,1.426,1.4227,1.4243000000000001,3460
1.4243999999999999,1.4293,1.4243999999999999,1.4289,2887
1.4288,1.4291,1.4272,1.4278,2084
1.4279,1.4284,1.4267,1.4271,2156
1.427,1.4291,1.4268,1.4271,1780
1.4271,1.4271,1.4261,1.4263,947
1.4263,1.4267,1.4258,1.426,590
1.426,1.4273,1.426,1.4272,553
1.4271,1.4279,1.427,1.4272,779
1.4272,1.4274,1.4258,1.426,1536
1.426,1.4268,1.4251,1.4264000000000001,1413
1.4263,1.4275,1.4262000000000001,1.4275,1183
1.4276,1.4281,1.427,1.4272,1202
1.4273,1.4281,1.4271,1.4274,1422
1.4274,1.4278,1.4267,1.4272,1518
1.4272,1.4307,1.4272,1.4302000000000001,2842
1.4303,1.4312,1.4285,1.4294,2892
1.4294,1.4307,1.4287,1.4302000000000001,2513
1.4302000000000001,1.4309,1.4292,1.4301,2068
1.4301,1.4313,1.429,1.4301,2126
1.4302000000000001,1.4346999999999999,1.4298,1.4325999999999999,2887
1.4325,1.4338,1.4285999999999999,1.4288,3518
1.4289,1.4297,1.4272,1.4277,3617
1.4278,1.4293,1.4243999999999999,1.4257,4148
1.4257,1.428,1.4257,1.4276,2695
1.4276,1.4276,1.4256,1.4259,1811
1.4259,1.4273,1.4248,1.4257,1616
1.4257,1.4258,1.4236,1.4248,1749
1.4248,1.4261,1.4243999999999999,1.4252,1478
1.4251,1.4257,1.425,1.4251,915
1.425,1.4259,1.425,1.4257,612
1.4257,1.4263,1.4253,1.4257,678
1.4257,1.426,1.4251,1.4255,581
1.4254,1.4259,1.4251,1.4251,940
1.425,1.4251,1.4238,1.4245999999999999,1364
1.4247,1.4252,1.4236,1.4243000000000001,1577
1.4243000000000001,1.4251,1.4243000000000001,1.425,1064
1.425,1.426,1.4248,1.4255,1364
1.4254,1.4268,1.4251,1.4267,1336
1.4266,1.4288,1.426,1.4287,1862
1.4287,1.4288,1.4268,1.4271,2688
1.4271,1.4285,1.4266,1.4281,1961
1.428,1.4283000000000001,1.4262000000000001,1.4263,1719
1.4263,1.4268,1.4256,1.4262000000000001,1358
1.4262000000000001,1.427,1.4253,1.4262000000000001,1851
1.4262000000000001,1.4279,1.4214,1.4219,3787
1.4218,1.422,1.4191,1.4208,4241
1.4207,1.4234,1.4205,1.4231,3282
1.4232,1.4276,1.422,1.4276,2837
1.4277,1.4325999999999999,1.4275,1.4307,3025
1.4306,1.4323000000000001,1.4299,1.431,1944
1.431,1.4319,1.4302000000000001,1.4307,1896
1.4308,1.4308,1.4295,1.4303,1332
1.4302000000000001,1.431,1.4293,1.4295,918
1.4304999999999999,1.4316,1.4302000000000001,1.4314,994
1.4314,1.432,1.4312,1.432,848
1.432,1.4327,1.4317,1.4324,1234
1.4324,1.4327,1.4321,1.4323000000000001,1194
1.4323000000000001,1.4328,1.4318,1.4328,1078
